,Unnamed: 0,age,country,gdp_for_year ($),population,salaries,sex,suicides/100k pop,suicides_no,sunshine_hours_per_year,year
1972,2948,25-34 years,Denmark,185000000000.0,413900.0,3400.4,male,26.09,108.0,1680.0,1995.0
1973,2949,55-74 years,Denmark,185000000000.0,498300.0,3400.4,female,20.47,102.0,1680.0,1995.0
1974,2950,35-54 years,Denmark,185000000000.0,739000.0,3400.4,female,14.61,108.0,1680.0,1995.0
1975,2951,15-24 years,Denmark,185000000000.0,355700.0,3400.4,male,13.21,47.0,1680.0,1995.0
1976,2952,25-34 years,Denmark,185000000000.0,393200.0,3400.4,female,4.58,18.0,1680.0,1995.0
1977,2953,15-24 years,Denmark,185000000000.0,341800.0,3400.4,female,2.34,8.0,1680.0,1995.0
1978,2954,5-14 years,Denmark,185000000000.0,291000.0,3400.4,male,0.34,1.0,1680.0,1995.0
1979,2955,5-14 years,Denmark,185000000000.0,277500.0,3400.4,female,0.0,0.0,1680.0,1995.0
1980,2956,75+ years,Denmark,188000000000.0,134200.0,3402.8,male,70.79,95.0,1680.0,1996.0
1981,2957,55-74 years,Denmark,188000000000.0,452400.0,3402.8,male,37.58,170.0,1680.0,1996.0
1982,2958,35-54 years,Denmark,188000000000.0,771800.0,3402.8,male,30.58,236.0,1680.0,1996.0
1983,2959,75+ years,Denmark,188000000000.0,234200.0,3402.8,female,20.07,47.0,1680.0,1996.0
1984,2960,25-34 years,Denmark,188000000000.0,416000.0,3402.8,male,19.95,83.0,1680.0,1996.0
1985,2961,35-54 years,Denmark,188000000000.0,747600.0,3402.8,female,15.38,115.0,1680.0,1996.0
1986,2962,55-74 years,Denmark,188000000000.0,498500.0,3402.8,female,14.24,71.0,1680.0,1996.0
1987,2963,15-24 years,Denmark,188000000000.0,348400.0,3402.8,male,13.2,46.0,1680.0,1996.0
1988,2964,25-34 years,Denmark,188000000000.0,395400.0,3402.8,female,5.06,20.0,1680.0,1996.0
1989,2965,15-24 years,Denmark,188000000000.0,335700.0,3402.8,female,2.38,8.0,1680.0,1996.0
1990,2966,5-14 years,Denmark,188000000000.0,298600.0,3402.8,male,0.33,1.0,1680.0,1996.0
1991,2967,5-14 years,Denmark,188000000000.0,284500.0,3402.8,female,0.0,0.0,1680.0,1996.0
1992,2968,75+ years,Denmark,174000000000.0,135400.0,3093.6,male,69.42,94.0,1680.0,1997.0
1993,2969,55-74 years,Denmark,174000000000.0,458400.0,3093.6,male,32.29,148.0,1680.0,1997.0
1994,2970,35-54 years,Denmark,174000000000.0,777200.0,3093.6,male,24.58,191.0,1680.0,1997.0
1995,2971,75+ years,Denmark,174000000000.0,236400.0,3093.6,female,19.46,46.0,1680.0,1997.0
1996,2972,25-34 years,Denmark,174000000000.0,417200.0,3093.6,male,18.94,79.0,1680.0,1997.0
1997,2973,55-74 years,Denmark,174000000000.0,501000.0,3093.6,female,17.56,88.0,1680.0,1997.0
1998,2974,15-24 years,Denmark,174000000000.0,337600.0,3093.6,male,13.33,45.0,1680.0,1997.0
1999,2975,35-54 years,Denmark,174000000000.0,753500.0,3093.6,female,11.15,84.0,1680.0,1997.0
2000,2976,25-34 years,Denmark,174000000000.0,397100.0,3093.6,female,5.54,22.0,1680.0,1997.0
2001,2977,15-24 years,Denmark,174000000000.0,326300.0,3093.6,female,5.21,17.0,1680.0,1997.0
2002,2978,5-14 years,Denmark,174000000000.0,306200.0,3093.6,male,0.98,3.0,1680.0,1997.0
2003,2979,5-14 years,Denmark,174000000000.0,291000.0,3093.6,female,0.0,0.0,1680.0,1997.0
2004,2980,75+ years,Denmark,177000000000.0,136600.0,3152.4,male,54.17,74.0,1680.0,1998.0
2005,2981,35-54 years,Denmark,177000000000.0,780300.0,3152.4,male,30.12,235.0,1680.0,1998.0
2006,2982,55-74 years,Denmark,177000000000.0,467900.0,3152.4,male,25.22,118.0,1680.0,1998.0
2007,2983,25-34 years,Denmark,177000000000.0,414200.0,3152.4,male,20.28,84.0,1680.0,1998.0
2008,2984,75+ years,Denmark,177000000000.0,237600.0,3152.4,female,15.99,38.0,1680.0,1998.0
2009,2985,55-74 years,Denmark,177000000000.0,507800.0,3152.4,female,14.57,74.0,1680.0,1998.0
2010,2986,35-54 years,Denmark,177000000000.0,756900.0,3152.4,female,10.44,79.0,1680.0,1998.0
2011,2987,15-24 years,Denmark,177000000000.0,327800.0,3152.4,male,10.37,34.0,1680.0,1998.0
2012,2988,25-34 years,Denmark,177000000000.0,396400.0,3152.4,female,4.04,16.0,1680.0,1998.0
2013,2989,15-24 years,Denmark,177000000000.0,316600.0,3152.4,female,2.84,9.0,1680.0,1998.0
2014,2990,5-14 years,Denmark,177000000000.0,314900.0,3152.4,male,0.64,2.0,1680.0,1998.0
2015,2991,5-14 years,Denmark,177000000000.0,299400.0,3152.4,female,0.0,0.0,1680.0,1998.0
2016,2992,75+ years,Denmark,178000000000.0,137353.0,3114.9,male,46.6,64.0,1680.0,1999.0
2017,2993,55-74 years,Denmark,178000000000.0,480316.0,3114.9,male,31.44,151.0,1680.0,1999.0
2018,2994,35-54 years,Denmark,178000000000.0,783204.0,3114.9,male,27.32,214.0,1680.0,1999.0
2019,2995,25-34 years,Denmark,178000000000.0,408827.0,3114.9,male,22.26,91.0,1680.0,1999.0
2020,2996,55-74 years,Denmark,178000000000.0,516749.0,3114.9,female,13.74,71.0,1680.0,1999.0
2021,2997,15-24 years,Denmark,178000000000.0,319101.0,3114.9,male,12.54,40.0,1680.0,1999.0
2022,2998,75+ years,Denmark,178000000000.0,238400.0,3114.9,female,10.91,26.0,1680.0,1999.0
2023,2999,35-54 years,Denmark,178000000000.0,759458.0,3114.9,female,9.74,74.0,1680.0,1999.0
2024,3000,25-34 years,Denmark,178000000000.0,392951.0,3114.9,female,5.34,21.0,1680.0,1999.0
2025,3001,15-24 years,Denmark,178000000000.0,308800.0,3114.9,female,2.27,7.0,1680.0,1999.0
2026,3002,5-14 years,Denmark,178000000000.0,323638.0,3114.9,male,0.93,3.0,1680.0,1999.0
2027,3003,5-14 years,Denmark,178000000000.0,307403.0,3114.9,female,0.0,0.0,1680.0,1999.0
2028,3004,75+ years,Denmark,164000000000.0,138454.0,2766.2,male,52.0,72.0,1680.0,2000.0
2029,3005,55-74 years,Denmark,164000000000.0,495321.0,2766.2,male,28.67,142.0,1680.0,2000.0
2030,3006,35-54 years,Denmark,164000000000.0,783883.0,2766.2,male,27.81,218.0,1680.0,2000.0
2031,3007,75+ years,Denmark,164000000000.0,239483.0,2766.2,female,17.54,42.0,1680.0,2000.0
2032,3008,25-34 years,Denmark,164000000000.0,403105.0,2766.2,male,15.13,61.0,1680.0,2000.0
2033,3009,15-24 years,Denmark,164000000000.0,310470.0,2766.2,male,12.56,39.0,1680.0,2000.0
2034,3010,55-74 years,Denmark,164000000000.0,528095.0,2766.2,female,10.23,54.0,1680.0,2000.0
2035,3011,35-54 years,Denmark,164000000000.0,760859.0,2766.2,female,9.73,74.0,1680.0,2000.0
2036,3012,25-34 years,Denmark,164000000000.0,389550.0,2766.2,female,4.11,16.0,1680.0,2000.0
2037,3013,15-24 years,Denmark,164000000000.0,300690.0,2766.2,female,2.99,9.0,1680.0,2000.0
2038,3014,5-14 years,Denmark,164000000000.0,332762.0,2766.2,male,0.3,1.0,1680.0,2000.0
2039,3015,5-14 years,Denmark,164000000000.0,315938.0,2766.2,female,0.0,0.0,1680.0,2000.0
2040,3016,75+ years,Denmark,165000000000.0,139637.0,2764.3,male,58.72,82.0,1680.0,2001.0
2041,3017,35-54 years,Denmark,165000000000.0,783604.0,2764.3,male,26.03,204.0,1680.0,2001.0
2042,3018,55-74 years,Denmark,165000000000.0,512361.0,2764.3,male,24.01,123.0,1680.0,2001.0
2043,3019,75+ years,Denmark,165000000000.0,239716.0,2764.3,female,20.02,48.0,1680.0,2001.0
2044,3020,55-74 years,Denmark,165000000000.0,541963.0,2764.3,female,15.31,83.0,1680.0,2001.0
2045,3021,25-34 years,Denmark,165000000000.0,394591.0,2764.3,male,14.7,58.0,1680.0,2001.0
2046,3022,15-24 years,Denmark,165000000000.0,304335.0,2764.3,male,12.49,38.0,1680.0,2001.0
2047,3023,35-54 years,Denmark,165000000000.0,761705.0,2764.3,female,9.58,73.0,1680.0,2001.0
2048,3024,15-24 years,Denmark,165000000000.0,294773.0,2764.3,female,2.37,7.0,1680.0,2001.0
2049,3025,25-34 years,Denmark,165000000000.0,383262.0,2764.3,female,2.35,9.0,1680.0,2001.0
2050,3026,5-14 years,Denmark,165000000000.0,340220.0,2764.3,male,0.59,2.0,1680.0,2001.0
2051,3027,5-14 years,Denmark,165000000000.0,322284.0,2764.3,female,0.0,0.0,1680.0,2001.0
2052,3028,75+ years,Denmark,179000000000.0,140549.0,3050.0,male,54.79,77.0,1680.0,2002.0
2053,3029,55-74 years,Denmark,179000000000.0,528640.0,3050.0,male,26.48,140.0,1680.0,2002.0
2054,3030,35-54 years,Denmark,179000000000.0,784825.0,3050.0,male,23.19,182.0,1680.0,2002.0
2055,3031,75+ years,Denmark,179000000000.0,239014.0,3050.0,female,17.57,42.0,1680.0,2002.0
2056,3032,25-34 years,Denmark,179000000000.0,383869.0,3050.0,male,16.67,64.0,1680.0,2002.0
2057,3033,15-24 years,Denmark,179000000000.0,302190.0,3050.0,male,13.24,40.0,1680.0,2002.0
2058,3034,55-74 years,Denmark,179000000000.0,556057.0,3050.0,female,11.33,63.0,1680.0,2002.0
2059,3035,35-54 years,Denmark,179000000000.0,762841.0,3050.0,female,8.26,63.0,1680.0,2002.0
2060,3036,25-34 years,Denmark,179000000000.0,374887.0,3050.0,female,2.93,11.0,1680.0,2002.0
2061,3037,15-24 years,Denmark,179000000000.0,292727.0,3050.0,female,2.05,6.0,1680.0,2002.0
2062,3038,5-14 years,Denmark,179000000000.0,328734.0,3050.0,female,0.0,0.0,1680.0,2002.0
2063,3039,5-14 years,Denmark,179000000000.0,346889.0,3050.0,male,0.0,0.0,1680.0,2002.0
2064,3040,75+ years,Denmark,218000000000.0,141062.0,3784.3,male,51.75,73.0,1680.0,2003.0
2065,3041,35-54 years,Denmark,218000000000.0,784047.0,3784.3,male,26.27,206.0,1680.0,2003.0
2066,3042,55-74 years,Denmark,218000000000.0,542296.0,3784.3,male,23.79,129.0,1680.0,2003.0
2067,3043,25-34 years,Denmark,218000000000.0,376343.0,3784.3,male,12.75,48.0,1680.0,2003.0
2068,3044,75+ years,Denmark,218000000000.0,237848.0,3784.3,female,10.93,26.0,1680.0,2003.0
2069,3045,55-74 years,Denmark,218000000000.0,567852.0,3784.3,female,10.39,59.0,1680.0,2003.0
2070,3046,15-24 years,Denmark,218000000000.0,300836.0,3784.3,male,7.98,24.0,1680.0,2003.0
2071,3047,35-54 years,Denmark,218000000000.0,763110.0,3784.3,female,5.63,43.0,1680.0,2003.0
2072,3048,25-34 years,Denmark,218000000000.0,369080.0,3784.3,female,5.15,19.0,1680.0,2003.0
2073,3049,15-24 years,Denmark,218000000000.0,290582.0,3784.3,female,2.06,6.0,1680.0,2003.0
2074,3050,5-14 years,Denmark,218000000000.0,332848.0,3784.3,female,0.0,0.0,1680.0,2003.0
2075,3051,5-14 years,Denmark,218000000000.0,350879.0,3784.3,male,0.0,0.0,1680.0,2003.0
2076,3052,75+ years,Denmark,251000000000.0,142305.0,4299.2,male,48.49,69.0,1680.0,2004.0
2077,3053,35-54 years,Denmark,251000000000.0,782832.0,4299.2,male,22.99,180.0,1680.0,2004.0
2078,3054,55-74 years,Denmark,251000000000.0,553556.0,4299.2,male,22.58,125.0,1680.0,2004.0
2079,3055,25-34 years,Denmark,251000000000.0,369973.0,4299.2,male,16.22,60.0,1680.0,2004.0
2080,3056,55-74 years,Denmark,251000000000.0,578536.0,4299.2,female,11.41,66.0,1680.0,2004.0
2081,3057,15-24 years,Denmark,251000000000.0,301933.0,4299.2,male,10.93,33.0,1680.0,2004.0
2082,3058,75+ years,Denmark,251000000000.0,237260.0,4299.2,female,9.69,23.0,1680.0,2004.0
2083,3059,35-54 years,Denmark,251000000000.0,762293.0,4299.2,female,9.31,71.0,1680.0,2004.0
2084,3060,25-34 years,Denmark,251000000000.0,364710.0,4299.2,female,5.21,19.0,1680.0,2004.0
2085,3061,15-24 years,Denmark,251000000000.0,290626.0,4299.2,female,3.78,11.0,1680.0,2004.0
2086,3062,5-14 years,Denmark,251000000000.0,335587.0,4299.2,female,0.6,2.0,1680.0,2004.0
2087,3063,5-14 years,Denmark,251000000000.0,353316.0,4299.2,male,0.57,2.0,1680.0,2004.0
2088,3064,75+ years,Denmark,264000000000.0,143327.0,4440.4,male,57.91,83.0,1680.0,2005.0
2089,3065,55-74 years,Denmark,264000000000.0,564794.0,4440.4,male,24.61,139.0,1680.0,2005.0
2090,3066,35-54 years,Denmark,264000000000.0,781448.0,4440.4,male,20.22,158.0,1680.0,2005.0
2091,3067,75+ years,Denmark,264000000000.0,236734.0,4440.4,female,16.05,38.0,1680.0,2005.0
2092,3068,25-34 years,Denmark,264000000000.0,364110.0,4440.4,male,14.56,53.0,1680.0,2005.0
2093,3069,55-74 years,Denmark,264000000000.0,588430.0,4440.4,female,10.37,61.0,1680.0,2005.0
2094,3070,35-54 years,Denmark,264000000000.0,762175.0,4440.4,female,7.61,58.0,1680.0,2005.0
2095,3071,15-24 years,Denmark,264000000000.0,305232.0,4440.4,male,6.88,21.0,1680.0,2005.0
2096,3072,25-34 years,Denmark,264000000000.0,360100.0,4440.4,female,2.78,10.0,1680.0,2005.0
2097,3073,15-24 years,Denmark,264000000000.0,292929.0,4440.4,female,2.39,7.0,1680.0,2005.0
2098,3074,5-14 years,Denmark,264000000000.0,354025.0,4440.4,male,0.85,3.0,1680.0,2005.0
2099,3075,5-14 years,Denmark,264000000000.0,336548.0,4440.4,female,0.0,0.0,1680.0,2005.0
2100,3076,75+ years,Denmark,283000000000.0,144928.0,4652.9,male,54.51,79.0,1680.0,2006.0
2101,3077,55-74 years,Denmark,283000000000.0,575056.0,4652.9,male,26.95,155.0,1680.0,2006.0
2102,3078,35-54 years,Denmark,283000000000.0,782816.0,4652.9,male,20.57,161.0,1680.0,2006.0
2103,3079,25-34 years,Denmark,283000000000.0,355908.0,4652.9,male,14.61,52.0,1680.0,2006.0
2104,3080,55-74 years,Denmark,283000000000.0,597984.0,4652.9,female,11.87,71.0,1680.0,2006.0
2105,3081,75+ years,Denmark,283000000000.0,236472.0,4652.9,female,10.57,25.0,1680.0,2006.0
2106,3082,15-24 years,Denmark,283000000000.0,312053.0,4652.9,male,7.69,24.0,1680.0,2006.0
2107,3083,35-54 years,Denmark,283000000000.0,763418.0,4652.9,female,7.47,57.0,1680.0,2006.0
2108,3084,25-34 years,Denmark,283000000000.0,353444.0,4652.9,female,4.24,15.0,1680.0,2006.0
2109,3085,15-24 years,Denmark,283000000000.0,298500.0,4652.9,female,3.02,9.0,1680.0,2006.0
2110,3086,5-14 years,Denmark,283000000000.0,336170.0,4652.9,female,0.3,1.0,1680.0,2006.0
2111,3087,5-14 years,Denmark,283000000000.0,353711.0,4652.9,male,0.28,1.0,1680.0,2006.0
2112,3088,75+ years,Denmark,319000000000.0,146309.0,5230.3,male,40.33,59.0,1680.0,2007.0
2113,3089,55-74 years,Denmark,319000000000.0,584457.0,5230.3,male,21.22,124.0,1680.0,2007.0
2114,3090,35-54 years,Denmark,319000000000.0,786990.0,5230.3,male,18.42,145.0,1680.0,2007.0
2115,3091,25-34 years,Denmark,319000000000.0,347246.0,5230.3,male,16.13,56.0,1680.0,2007.0
2116,3092,75+ years,Denmark,319000000000.0,235854.0,5230.3,female,13.99,33.0,1680.0,2007.0
2117,3093,35-54 years,Denmark,319000000000.0,768072.0,5230.3,female,9.24,71.0,1680.0,2007.0
2118,3094,55-74 years,Denmark,319000000000.0,606387.0,5230.3,female,9.07,55.0,1680.0,2007.0
2119,3095,15-24 years,Denmark,319000000000.0,320054.0,5230.3,male,4.69,15.0,1680.0,2007.0
2120,3096,25-34 years,Denmark,319000000000.0,345418.0,5230.3,female,4.34,15.0,1680.0,2007.0
2121,3097,15-24 years,Denmark,319000000000.0,305722.0,5230.3,female,1.96,6.0,1680.0,2007.0
2122,3098,5-14 years,Denmark,319000000000.0,351664.0,5230.3,male,0.57,2.0,1680.0,2007.0
2123,3099,5-14 years,Denmark,319000000000.0,334828.0,5230.3,female,0.0,0.0,1680.0,2007.0
2124,3100,75+ years,Denmark,353000000000.0,147834.0,5848.7,male,41.94,62.0,1680.0,2008.0
2125,3101,55-74 years,Denmark,353000000000.0,595286.0,5848.7,male,21.33,127.0,1680.0,2008.0
2126,3102,35-54 years,Denmark,353000000000.0,788890.0,5848.7,male,19.01,150.0,1680.0,2008.0
2127,3103,25-34 years,Denmark,353000000000.0,341329.0,5848.7,male,14.06,48.0,1680.0,2008.0
2128,3104,75+ years,Denmark,353000000000.0,235396.0,5848.7,female,11.47,27.0,1680.0,2008.0
2129,3105,55-74 years,Denmark,353000000000.0,616691.0,5848.7,female,10.22,63.0,1680.0,2008.0
2130,3106,35-54 years,Denmark,353000000000.0,770688.0,5848.7,female,9.86,76.0,1680.0,2008.0
2131,3107,15-24 years,Denmark,353000000000.0,330409.0,5848.7,male,9.08,30.0,1680.0,2008.0
2132,3108,25-34 years,Denmark,353000000000.0,338992.0,5848.7,female,2.65,9.0,1680.0,2008.0
2133,3109,15-24 years,Denmark,353000000000.0,315514.0,5848.7,female,2.54,8.0,1680.0,2008.0
2134,3110,5-14 years,Denmark,353000000000.0,332388.0,5848.7,female,0.6,2.0,1680.0,2008.0
2135,3111,5-14 years,Denmark,353000000000.0,349108.0,5848.7,male,0.29,1.0,1680.0,2008.0
2136,3196,35-54 years,Estonia,4373665146.0,180939.0,198.8,male,125.46,227.0,1826.0,1995.0
2137,3197,75+ years,Estonia,4373665146.0,17701.0,198.8,male,112.99,20.0,1826.0,1995.0
2138,3198,55-74 years,Estonia,4373665146.0,117994.0,198.8,male,100.85,119.0,1826.0,1995.0
2139,3199,25-34 years,Estonia,4373665146.0,95952.0,198.8,male,68.78,66.0,1826.0,1995.0
2140,3200,75+ years,Estonia,4373665146.0,50860.0,198.8,female,35.39,18.0,1826.0,1995.0
2141,3201,55-74 years,Estonia,4373665146.0,178879.0,198.8,female,29.63,53.0,1826.0,1995.0
2142,3202,15-24 years,Estonia,4373665146.0,100625.0,198.8,male,28.82,29.0,1826.0,1995.0
2143,3203,35-54 years,Estonia,4373665146.0,200427.0,198.8,female,20.46,41.0,1826.0,1995.0
2144,3204,25-34 years,Estonia,4373665146.0,98531.0,198.8,female,9.13,9.0,1826.0,1995.0
2145,3205,15-24 years,Estonia,4373665146.0,97494.0,198.8,female,7.18,7.0,1826.0,1995.0
2146,3206,5-14 years,Estonia,4373665146.0,111035.0,198.8,male,4.5,5.0,1826.0,1995.0
2147,3207,5-14 years,Estonia,4373665146.0,106214.0,198.8,female,0.0,0.0,1826.0,1995.0
2148,3208,75+ years,Estonia,4746109767.0,17605.0,242.5,male,124.96,22.0,1826.0,1996.0
2149,3209,35-54 years,Estonia,4746109767.0,178056.0,242.5,male,121.87,217.0,1826.0,1996.0
2150,3210,55-74 years,Estonia,4746109767.0,118715.0,242.5,male,84.24,100.0,1826.0,1996.0
2151,3211,25-34 years,Estonia,4746109767.0,93866.0,242.5,male,56.46,53.0,1826.0,1996.0
2152,3212,75+ years,Estonia,4746109767.0,50849.0,242.5,female,49.17,25.0,1826.0,1996.0
2153,3213,15-24 years,Estonia,4746109767.0,99540.0,242.5,male,37.17,37.0,1826.0,1996.0
2154,3214,55-74 years,Estonia,4746109767.0,179534.0,242.5,female,20.61,37.0,1826.0,1996.0
2155,3215,35-54 years,Estonia,4746109767.0,198315.0,242.5,female,20.17,40.0,1826.0,1996.0
2156,3216,15-24 years,Estonia,4746109767.0,96173.0,242.5,female,8.32,8.0,1826.0,1996.0
2157,3217,5-14 years,Estonia,4746109767.0,109002.0,242.5,male,3.67,4.0,1826.0,1996.0
2158,3218,25-34 years,Estonia,4746109767.0,96311.0,242.5,female,2.08,2.0,1826.0,1996.0
2159,3219,5-14 years,Estonia,4746109767.0,104236.0,242.5,female,0.0,0.0,1826.0,1996.0
2160,3220,75+ years,Estonia,5066240419.0,17817.0,258.6,male,112.25,20.0,1826.0,1997.0
2161,3221,35-54 years,Estonia,5066240419.0,176261.0,258.6,male,109.5,193.0,1826.0,1997.0
2162,3222,55-74 years,Estonia,5066240419.0,119232.0,258.6,male,98.13,117.0,1826.0,1997.0
2163,3223,25-34 years,Estonia,5066240419.0,92544.0,258.6,male,64.83,60.0,1826.0,1997.0
2164,3224,15-24 years,Estonia,5066240419.0,98971.0,258.6,male,36.37,36.0,1826.0,1997.0
2165,3225,75+ years,Estonia,5066240419.0,51893.0,258.6,female,28.91,15.0,1826.0,1997.0
2166,3226,55-74 years,Estonia,5066240419.0,179234.0,258.6,female,18.97,34.0,1826.0,1997.0
2167,3227,35-54 years,Estonia,5066240419.0,196914.0,258.6,female,14.73,29.0,1826.0,1997.0
2168,3228,25-34 years,Estonia,5066240419.0,94741.0,258.6,female,7.39,7.0,1826.0,1997.0
2169,3229,15-24 years,Estonia,5066240419.0,95553.0,258.6,female,6.28,6.0,1826.0,1997.0
2170,3230,5-14 years,Estonia,5066240419.0,106361.0,258.6,male,4.7,5.0,1826.0,1997.0
2171,3231,5-14 years,Estonia,5066240419.0,101713.0,258.6,female,0.0,0.0,1826.0,1997.0
2172,3232,55-74 years,Estonia,5617109245.0,118242.0,296.0,male,104.02,123.0,1826.0,1998.0
2173,3233,35-54 years,Estonia,5617109245.0,176185.0,296.0,male,94.22,166.0,1826.0,1998.0
2174,3234,75+ years,Estonia,5617109245.0,18044.0,296.0,male,60.96,11.0,1826.0,1998.0
2175,3235,25-34 years,Estonia,5617109245.0,91671.0,296.0,male,60.0,55.0,1826.0,1998.0
2176,3236,15-24 years,Estonia,5617109245.0,99239.0,296.0,male,36.28,36.0,1826.0,1998.0
2177,3237,75+ years,Estonia,5617109245.0,53166.0,296.0,female,26.33,14.0,1826.0,1998.0
2178,3238,35-54 years,Estonia,5617109245.0,197231.0,296.0,female,16.22,32.0,1826.0,1998.0
2179,3239,55-74 years,Estonia,5617109245.0,176820.0,296.0,female,14.14,25.0,1826.0,1998.0
2180,3240,15-24 years,Estonia,5617109245.0,95878.0,296.0,female,5.21,5.0,1826.0,1998.0
2181,3241,5-14 years,Estonia,5617109245.0,103157.0,296.0,male,4.85,5.0,1826.0,1998.0
2182,3242,25-34 years,Estonia,5617109245.0,93664.0,296.0,female,4.27,4.0,1826.0,1998.0
2183,3243,5-14 years,Estonia,5617109245.0,98422.0,296.0,female,1.02,1.0,1826.0,1998.0
2184,3244,75+ years,Estonia,5726897998.0,18414.0,302.7,male,124.9,23.0,1826.0,1999.0
2185,3245,55-74 years,Estonia,5726897998.0,116703.0,302.7,male,86.54,101.0,1826.0,1999.0
2186,3246,35-54 years,Estonia,5726897998.0,176841.0,302.7,male,83.69,148.0,1826.0,1999.0
2187,3247,25-34 years,Estonia,5726897998.0,91164.0,302.7,male,59.23,54.0,1826.0,1999.0
2188,3248,15-24 years,Estonia,5726897998.0,100216.0,302.7,male,46.9,47.0,1826.0,1999.0
2189,3249,75+ years,Estonia,5726897998.0,54852.0,302.7,female,40.11,22.0,1826.0,1999.0
2190,3250,35-54 years,Estonia,5726897998.0,198278.0,302.7,female,17.65,35.0,1826.0,1999.0
2191,3251,55-74 years,Estonia,5726897998.0,173742.0,302.7,female,14.96,26.0,1826.0,1999.0
2192,3252,15-24 years,Estonia,5726897998.0,96708.0,302.7,female,7.24,7.0,1826.0,1999.0
2193,3253,25-34 years,Estonia,5726897998.0,92980.0,302.7,female,3.23,3.0,1826.0,1999.0
2194,3254,5-14 years,Estonia,5726897998.0,99045.0,302.7,male,2.02,2.0,1826.0,1999.0
2195,3255,5-14 years,Estonia,5726897998.0,94255.0,302.7,female,0.0,0.0,1826.0,1999.0
2196,3256,75+ years,Estonia,5685774809.0,19265.0,290.0,male,98.62,19.0,1826.0,2000.0
2197,3257,35-54 years,Estonia,5685774809.0,185960.0,290.0,male,73.13,136.0,1826.0,2000.0
2198,3258,55-74 years,Estonia,5685774809.0,118085.0,290.0,male,55.89,66.0,1826.0,2000.0
2199,3259,25-34 years,Estonia,5685774809.0,97425.0,290.0,male,39.0,38.0,1826.0,2000.0
2200,3260,15-24 years,Estonia,5685774809.0,103020.0,290.0,male,29.12,30.0,1826.0,2000.0
2201,3261,55-74 years,Estonia,5685774809.0,173775.0,290.0,female,21.87,38.0,1826.0,2000.0
2202,3262,75+ years,Estonia,5685774809.0,57680.0,290.0,female,17.34,10.0,1826.0,2000.0
2203,3263,25-34 years,Estonia,5685774809.0,95540.0,290.0,female,11.51,11.0,1826.0,2000.0
2204,3264,35-54 years,Estonia,5685774809.0,202765.0,290.0,female,10.85,22.0,1826.0,2000.0
2205,3265,15-24 years,Estonia,5685774809.0,97165.0,290.0,female,6.18,6.0,1826.0,2000.0
2206,3266,5-14 years,Estonia,5685774809.0,88530.0,290.0,female,1.13,1.0,1826.0,2000.0
2207,3267,5-14 years,Estonia,5685774809.0,94965.0,290.0,male,0.0,0.0,1826.0,2000.0
2208,3268,35-54 years,Estonia,6245069734.0,185880.0,315.2,male,72.63,135.0,1826.0,2001.0
2209,3269,55-74 years,Estonia,6245069734.0,117120.0,315.2,male,71.72,84.0,1826.0,2001.0
2210,3270,75+ years,Estonia,6245069734.0,19975.0,315.2,male,60.08,12.0,1826.0,2001.0
2211,3271,25-34 years,Estonia,6245069734.0,97810.0,315.2,male,44.99,44.0,1826.0,2001.0
2212,3272,75+ years,Estonia,6245069734.0,59580.0,315.2,female,43.64,26.0,1826.0,2001.0
2213,3273,15-24 years,Estonia,6245069734.0,102895.0,315.2,male,34.99,36.0,1826.0,2001.0
2214,3274,55-74 years,Estonia,6245069734.0,171675.0,315.2,female,12.81,22.0,1826.0,2001.0
2215,3275,35-54 years,Estonia,6245069734.0,202560.0,315.2,female,11.85,24.0,1826.0,2001.0
2216,3276,25-34 years,Estonia,6245069734.0,95505.0,315.2,female,8.38,8.0,1826.0,2001.0
2217,3277,15-24 years,Estonia,6245069734.0,97020.0,315.2,female,6.18,6.0,1826.0,2001.0
2218,3278,5-14 years,Estonia,6245069734.0,90730.0,315.2,male,4.41,4.0,1826.0,2001.0
2219,3279,5-14 years,Estonia,6245069734.0,84860.0,315.2,female,0.0,0.0,1826.0,2001.0
2220,3280,75+ years,Estonia,7322069511.0,21135.0,371.6,male,80.44,17.0,1826.0,2002.0
2221,3281,55-74 years,Estonia,7322069511.0,116560.0,371.6,male,63.49,74.0,1826.0,2002.0
2222,3282,35-54 years,Estonia,7322069511.0,184685.0,371.6,male,63.35,117.0,1826.0,2002.0
2223,3283,25-34 years,Estonia,7322069511.0,98385.0,371.6,male,53.87,53.0,1826.0,2002.0
2224,3284,15-24 years,Estonia,7322069511.0,102950.0,371.6,male,33.03,34.0,1826.0,2002.0
2225,3285,75+ years,Estonia,7322069511.0,61415.0,371.6,female,22.8,14.0,1826.0,2002.0
2226,3286,35-54 years,Estonia,7322069511.0,201060.0,371.6,female,13.93,28.0,1826.0,2002.0
2227,3287,55-74 years,Estonia,7322069511.0,170805.0,371.6,female,11.12,19.0,1826.0,2002.0
2228,3288,25-34 years,Estonia,7322069511.0,95715.0,371.6,female,6.27,6.0,1826.0,2002.0
2229,3289,5-14 years,Estonia,7322069511.0,86140.0,371.6,male,4.64,4.0,1826.0,2002.0
2230,3290,15-24 years,Estonia,7322069511.0,97020.0,371.6,female,4.12,4.0,1826.0,2002.0
2231,3291,5-14 years,Estonia,7322069511.0,80820.0,371.6,female,1.24,1.0,1826.0,2002.0
