,Unnamed: 0,age,country,country-year,gdp_for_year ($),gdp_per_capita ($),generation,population,salaries,sex,suicides/100k pop,suicides_no,sunshine_hours_per_year,year
1648,3700.0,25-34 years,Belgium,Belgium2006,410000000000.0,41135.0,Generation X,680859.0,3777.7,female,7.34,50.0,1546.0,2006.0
1649,3701.0,15-24 years,Belgium,Belgium2006,410000000000.0,41135.0,Millenials,629311.0,3777.7,female,4.29,27.0,1546.0,2006.0
1650,3702.0,5-14 years,Belgium,Belgium2006,410000000000.0,41135.0,Millenials,592596.0,3777.7,female,0.51,3.0,1546.0,2006.0
1651,3703.0,5-14 years,Belgium,Belgium2006,410000000000.0,41135.0,Millenials,619058.0,3777.7,male,0.16,1.0,1546.0,2006.0
1652,3704.0,75+ years,Belgium,Belgium2007,472000000000.0,47040.0,Silent,331504.0,4222.6,male,49.17,163.0,1546.0,2007.0
1653,3705.0,35-54 years,Belgium,Belgium2007,472000000000.0,47040.0,Boomers,1567727.0,4222.6,male,36.87,578.0,1546.0,2007.0
1654,3706.0,55-74 years,Belgium,Belgium2007,472000000000.0,47040.0,Silent,1043262.0,4222.6,male,29.52,308.0,1546.0,2007.0
1655,3707.0,25-34 years,Belgium,Belgium2007,472000000000.0,47040.0,Generation X,689694.0,4222.6,male,25.23,174.0,1546.0,2007.0
1656,3708.0,35-54 years,Belgium,Belgium2007,472000000000.0,47040.0,Boomers,1540147.0,4222.6,female,15.06,232.0,1546.0,2007.0
1657,3709.0,55-74 years,Belgium,Belgium2007,472000000000.0,47040.0,Silent,1122161.0,4222.6,female,14.79,166.0,1546.0,2007.0
1658,3710.0,15-24 years,Belgium,Belgium2007,472000000000.0,47040.0,Millenials,651293.0,4222.6,male,13.97,91.0,1546.0,2007.0
1659,3711.0,75+ years,Belgium,Belgium2007,472000000000.0,47040.0,Silent,563862.0,4222.6,female,13.48,76.0,1546.0,2007.0
1660,3712.0,25-34 years,Belgium,Belgium2007,472000000000.0,47040.0,Generation X,681575.0,4222.6,female,5.87,40.0,1546.0,2007.0
1661,3713.0,15-24 years,Belgium,Belgium2007,472000000000.0,47040.0,Millenials,635389.0,4222.6,female,3.46,22.0,1546.0,2007.0
1662,3714.0,5-14 years,Belgium,Belgium2007,472000000000.0,47040.0,Generation Z,614877.0,4222.6,male,0.98,6.0,1546.0,2007.0
1663,3715.0,5-14 years,Belgium,Belgium2007,472000000000.0,47040.0,Generation Z,588775.0,4222.6,female,0.17,1.0,1546.0,2007.0
1664,3716.0,75+ years,Belgium,Belgium2008,519000000000.0,51345.0,Silent,341406.0,4690.4,male,50.97,174.0,1546.0,2008.0
1665,3717.0,35-54 years,Belgium,Belgium2008,519000000000.0,51345.0,Boomers,1573470.0,4690.4,male,41.18,648.0,1546.0,2008.0
1666,3718.0,55-74 years,Belgium,Belgium2008,519000000000.0,51345.0,Silent,1058969.0,4690.4,male,32.11,340.0,1546.0,2008.0
1667,3719.0,25-34 years,Belgium,Belgium2008,519000000000.0,51345.0,Generation X,691616.0,4690.4,male,25.59,177.0,1546.0,2008.0
1668,3720.0,15-24 years,Belgium,Belgium2008,519000000000.0,51345.0,Millenials,657101.0,4690.4,male,16.74,110.0,1546.0,2008.0
1669,3721.0,35-54 years,Belgium,Belgium2008,519000000000.0,51345.0,Boomers,1545151.0,4690.4,female,14.56,225.0,1546.0,2008.0
1670,3722.0,55-74 years,Belgium,Belgium2008,519000000000.0,51345.0,Silent,1133712.0,4690.4,female,14.55,165.0,1546.0,2008.0
1671,3723.0,75+ years,Belgium,Belgium2008,519000000000.0,51345.0,Silent,574334.0,4690.4,female,12.01,69.0,1546.0,2008.0
1672,3724.0,25-34 years,Belgium,Belgium2008,519000000000.0,51345.0,Generation X,684849.0,4690.4,female,6.72,46.0,1546.0,2008.0
1673,3725.0,15-24 years,Belgium,Belgium2008,519000000000.0,51345.0,Millenials,641708.0,4690.4,female,5.77,37.0,1546.0,2008.0
1674,3726.0,5-14 years,Belgium,Belgium2008,519000000000.0,51345.0,Generation Z,586242.0,4690.4,female,0.85,5.0,1546.0,2008.0
1675,3727.0,5-14 years,Belgium,Belgium2008,519000000000.0,51345.0,Generation Z,612292.0,4690.4,male,0.49,3.0,1546.0,2008.0
1676,3728.0,75+ years,Belgium,Belgium2009,485000000000.0,47630.0,Silent,349801.0,4467.8,male,49.46,173.0,1546.0,2009.0
1677,3729.0,35-54 years,Belgium,Belgium2009,485000000000.0,47630.0,Boomers,1576175.0,4467.8,male,40.92,645.0,1546.0,2009.0
1678,3730.0,55-74 years,Belgium,Belgium2009,485000000000.0,47630.0,Silent,1075825.0,4467.8,male,34.02,366.0,1546.0,2009.0
1679,3731.0,25-34 years,Belgium,Belgium2009,485000000000.0,47630.0,Generation X,694716.0,4467.8,male,26.05,181.0,1546.0,2009.0
1680,3732.0,55-74 years,Belgium,Belgium2009,485000000000.0,47630.0,Silent,1148108.0,4467.8,female,15.42,177.0,1546.0,2009.0
1681,3733.0,35-54 years,Belgium,Belgium2009,485000000000.0,47630.0,Boomers,1547499.0,4467.8,female,14.8,229.0,1546.0,2009.0
1682,3734.0,15-24 years,Belgium,Belgium2009,485000000000.0,47630.0,Millenials,661817.0,4467.8,male,13.6,90.0,1546.0,2009.0
1683,3735.0,75+ years,Belgium,Belgium2009,485000000000.0,47630.0,Silent,582517.0,4467.8,female,9.96,58.0,1546.0,2009.0
1684,3736.0,25-34 years,Belgium,Belgium2009,485000000000.0,47630.0,Generation X,690235.0,4467.8,female,7.53,52.0,1546.0,2009.0
1685,3737.0,15-24 years,Belgium,Belgium2009,485000000000.0,47630.0,Millenials,646252.0,4467.8,female,5.26,34.0,1546.0,2009.0
1686,3738.0,5-14 years,Belgium,Belgium2009,485000000000.0,47630.0,Generation Z,587237.0,4467.8,female,0.68,4.0,1546.0,2009.0
1687,3739.0,5-14 years,Belgium,Belgium2009,485000000000.0,47630.0,Generation Z,613184.0,4467.8,male,0.65,4.0,1546.0,2009.0
1688,3740.0,75+ years,Belgium,Belgium2010,484000000000.0,47355.0,Silent,354037.0,4295.0,male,51.69,183.0,1546.0,2010.0
1689,3741.0,35-54 years,Belgium,Belgium2010,484000000000.0,47355.0,Generation X,1576828.0,4295.0,male,39.45,622.0,1546.0,2010.0
1690,3742.0,55-74 years,Belgium,Belgium2010,484000000000.0,47355.0,Silent,1084719.0,4295.0,male,32.82,356.0,1546.0,2010.0
1691,3743.0,25-34 years,Belgium,Belgium2010,484000000000.0,47355.0,Generation X,696461.0,4295.0,male,26.42,184.0,1546.0,2010.0
1692,3744.0,35-54 years,Belgium,Belgium2010,484000000000.0,47355.0,Generation X,1548246.0,4295.0,female,15.7,243.0,1546.0,2010.0
1693,3745.0,55-74 years,Belgium,Belgium2010,484000000000.0,47355.0,Silent,1156036.0,4295.0,female,14.96,173.0,1546.0,2010.0
1694,3746.0,15-24 years,Belgium,Belgium2010,484000000000.0,47355.0,Millenials,663725.0,4295.0,male,14.77,98.0,1546.0,2010.0
1695,3747.0,75+ years,Belgium,Belgium2010,484000000000.0,47355.0,Silent,586690.0,4295.0,female,10.74,63.0,1546.0,2010.0
1696,3748.0,25-34 years,Belgium,Belgium2010,484000000000.0,47355.0,Generation X,693304.0,4295.0,female,7.21,50.0,1546.0,2010.0
1697,3749.0,15-24 years,Belgium,Belgium2010,484000000000.0,47355.0,Millenials,647625.0,4295.0,female,4.94,32.0,1546.0,2010.0
1698,3750.0,5-14 years,Belgium,Belgium2010,484000000000.0,47355.0,Generation Z,614697.0,4295.0,male,1.14,7.0,1546.0,2010.0
1699,3751.0,5-14 years,Belgium,Belgium2010,484000000000.0,47355.0,Generation Z,588803.0,4295.0,female,0.34,2.0,1546.0,2010.0
1700,3752.0,75+ years,Belgium,Belgium2011,527000000000.0,50893.0,Silent,361243.0,4687.4,male,54.26,196.0,1546.0,2011.0
1701,3753.0,35-54 years,Belgium,Belgium2011,527000000000.0,50893.0,Generation X,1587976.0,4687.4,male,38.22,607.0,1546.0,2011.0
1702,3754.0,55-74 years,Belgium,Belgium2011,527000000000.0,50893.0,Boomers,1105807.0,4687.4,male,36.9,408.0,1546.0,2011.0
1703,3755.0,25-34 years,Belgium,Belgium2011,527000000000.0,50893.0,Millenials,715773.0,4687.4,male,22.77,163.0,1546.0,2011.0
1704,3756.0,15-24 years,Belgium,Belgium2011,527000000000.0,50893.0,Millenials,676437.0,4687.4,male,16.11,109.0,1546.0,2011.0
1705,3757.0,35-54 years,Belgium,Belgium2011,527000000000.0,50893.0,Generation X,1552522.0,4687.4,female,15.91,247.0,1546.0,2011.0
1706,3758.0,55-74 years,Belgium,Belgium2011,527000000000.0,50893.0,Boomers,1176009.0,4687.4,female,15.73,185.0,1546.0,2011.0
1707,3759.0,75+ years,Belgium,Belgium2011,527000000000.0,50893.0,Silent,593364.0,4687.4,female,11.29,67.0,1546.0,2011.0
1708,3760.0,25-34 years,Belgium,Belgium2011,527000000000.0,50893.0,Millenials,707535.0,4687.4,female,8.48,60.0,1546.0,2011.0
1709,3761.0,15-24 years,Belgium,Belgium2011,527000000000.0,50893.0,Millenials,656675.0,4687.4,female,6.24,41.0,1546.0,2011.0
1710,3762.0,5-14 years,Belgium,Belgium2011,527000000000.0,50893.0,Generation Z,624298.0,4687.4,male,0.8,5.0,1546.0,2011.0
1711,3763.0,5-14 years,Belgium,Belgium2011,527000000000.0,50893.0,Generation Z,597487.0,4687.4,female,0.0,0.0,1546.0,2011.0
1712,3764.0,75+ years,Belgium,Belgium2012,498000000000.0,47678.0,Silent,369145.0,4443.1,male,51.74,191.0,1546.0,2012.0
1713,3765.0,35-54 years,Belgium,Belgium2012,498000000000.0,47678.0,Generation X,1588342.0,4443.1,male,38.85,617.0,1546.0,2012.0
1714,3766.0,55-74 years,Belgium,Belgium2012,498000000000.0,47678.0,Boomers,1125706.0,4443.1,male,33.85,381.0,1546.0,2012.0
1715,3767.0,25-34 years,Belgium,Belgium2012,498000000000.0,47678.0,Millenials,723202.0,4443.1,male,26.69,193.0,1546.0,2012.0
1716,3768.0,55-74 years,Belgium,Belgium2012,498000000000.0,47678.0,Boomers,1195065.0,4443.1,female,15.65,187.0,1546.0,2012.0
1717,3769.0,15-24 years,Belgium,Belgium2012,498000000000.0,47678.0,Millenials,681023.0,4443.1,male,14.68,100.0,1546.0,2012.0
1718,3770.0,35-54 years,Belgium,Belgium2012,498000000000.0,47678.0,Generation X,1551324.0,4443.1,female,13.99,217.0,1546.0,2012.0
1719,3771.0,75+ years,Belgium,Belgium2012,498000000000.0,47678.0,Silent,600081.0,4443.1,female,10.17,61.0,1546.0,2012.0
1720,3772.0,25-34 years,Belgium,Belgium2012,498000000000.0,47678.0,Millenials,715195.0,4443.1,female,6.29,45.0,1546.0,2012.0
1721,3773.0,15-24 years,Belgium,Belgium2012,498000000000.0,47678.0,Millenials,659827.0,4443.1,female,4.24,28.0,1546.0,2012.0
1722,3774.0,5-14 years,Belgium,Belgium2012,498000000000.0,47678.0,Generation Z,603232.0,4443.1,female,0.5,3.0,1546.0,2012.0
1723,3775.0,5-14 years,Belgium,Belgium2012,498000000000.0,47678.0,Generation Z,630495.0,4443.1,male,0.48,3.0,1546.0,2012.0
1724,3776.0,75+ years,Belgium,Belgium2013,521000000000.0,49489.0,Silent,378864.0,4691.8,male,48.3,183.0,1546.0,2013.0
1725,3777.0,35-54 years,Belgium,Belgium2013,521000000000.0,49489.0,Generation X,1582723.0,4691.8,male,36.01,570.0,1546.0,2013.0
1726,3778.0,55-74 years,Belgium,Belgium2013,521000000000.0,49489.0,Boomers,1155511.0,4691.8,male,30.9,357.0,1546.0,2013.0
1727,3779.0,25-34 years,Belgium,Belgium2013,521000000000.0,49489.0,Millenials,728918.0,4691.8,male,21.81,159.0,1546.0,2013.0
1728,3780.0,35-54 years,Belgium,Belgium2013,521000000000.0,49489.0,Generation X,1546111.0,4691.8,female,13.91,215.0,1546.0,2013.0
1729,3781.0,55-74 years,Belgium,Belgium2013,521000000000.0,49489.0,Boomers,1221439.0,4691.8,female,13.75,168.0,1546.0,2013.0
1730,3782.0,15-24 years,Belgium,Belgium2013,521000000000.0,49489.0,Millenials,679018.0,4691.8,male,13.4,91.0,1546.0,2013.0
1731,3783.0,75+ years,Belgium,Belgium2013,521000000000.0,49489.0,Silent,605856.0,4691.8,female,12.05,73.0,1546.0,2013.0
1732,3784.0,25-34 years,Belgium,Belgium2013,521000000000.0,49489.0,Millenials,721787.0,4691.8,female,6.51,47.0,1546.0,2013.0
1733,3785.0,15-24 years,Belgium,Belgium2013,521000000000.0,49489.0,Millenials,656675.0,4691.8,female,4.11,27.0,1546.0,2013.0
1734,3786.0,5-14 years,Belgium,Belgium2013,521000000000.0,49489.0,Generation Z,638399.0,4691.8,male,0.47,3.0,1546.0,2013.0
1735,3787.0,5-14 years,Belgium,Belgium2013,521000000000.0,49489.0,Generation Z,610848.0,4691.8,female,0.33,2.0,1546.0,2013.0
1736,3788.0,75+ years,Belgium,Belgium2014,531000000000.0,50173.0,Silent,387814.0,4742.5,male,48.22,187.0,1546.0,2014.0
1737,3789.0,35-54 years,Belgium,Belgium2014,531000000000.0,50173.0,Generation X,1576060.0,4742.5,male,33.69,531.0,1546.0,2014.0
1738,3790.0,55-74 years,Belgium,Belgium2014,531000000000.0,50173.0,Boomers,1176768.0,4742.5,male,30.85,363.0,1546.0,2014.0
1739,3791.0,25-34 years,Belgium,Belgium2014,531000000000.0,50173.0,Millenials,728759.0,4742.5,male,23.05,168.0,1546.0,2014.0
1740,3792.0,35-54 years,Belgium,Belgium2014,531000000000.0,50173.0,Generation X,1540001.0,4742.5,female,15.0,231.0,1546.0,2014.0
1741,3793.0,55-74 years,Belgium,Belgium2014,531000000000.0,50173.0,Boomers,1240549.0,4742.5,female,14.27,177.0,1546.0,2014.0
1742,3794.0,75+ years,Belgium,Belgium2014,531000000000.0,50173.0,Silent,614412.0,4742.5,female,13.51,83.0,1546.0,2014.0
1743,3795.0,15-24 years,Belgium,Belgium2014,531000000000.0,50173.0,Millenials,675446.0,4742.5,male,12.58,85.0,1546.0,2014.0
1744,3796.0,25-34 years,Belgium,Belgium2014,531000000000.0,50173.0,Millenials,724681.0,4742.5,female,5.93,43.0,1546.0,2014.0
1745,3797.0,15-24 years,Belgium,Belgium2014,531000000000.0,50173.0,Millenials,653625.0,4742.5,female,4.13,27.0,1546.0,2014.0
1746,3798.0,5-14 years,Belgium,Belgium2014,531000000000.0,50173.0,Generation Z,644794.0,4742.5,male,0.62,4.0,1546.0,2014.0
1747,3799.0,5-14 years,Belgium,Belgium2014,531000000000.0,50173.0,Generation Z,615939.0,4742.5,female,0.0,0.0,1546.0,2014.0
1748,3800.0,75+ years,Belgium,Belgium2015,455000000000.0,42830.0,Silent,392775.0,3957.0,male,45.06,177.0,1546.0,2015.0
1749,3801.0,35-54 years,Belgium,Belgium2015,455000000000.0,42830.0,Generation X,1567729.0,3957.0,male,33.74,529.0,1546.0,2015.0
1750,3802.0,55-74 years,Belgium,Belgium2015,455000000000.0,42830.0,Boomers,1200170.0,3957.0,male,29.41,353.0,1546.0,2015.0
1751,3803.0,25-34 years,Belgium,Belgium2015,455000000000.0,42830.0,Millenials,728873.0,3957.0,male,22.09,161.0,1546.0,2015.0
1752,3804.0,35-54 years,Belgium,Belgium2015,455000000000.0,42830.0,Generation X,1534727.0,3957.0,female,14.4,221.0,1546.0,2015.0
1753,3805.0,75+ years,Belgium,Belgium2015,455000000000.0,42830.0,Silent,616201.0,3957.0,female,14.12,87.0,1546.0,2015.0
1754,3806.0,55-74 years,Belgium,Belgium2015,455000000000.0,42830.0,Boomers,1262327.0,3957.0,female,13.94,176.0,1546.0,2015.0
1755,3807.0,15-24 years,Belgium,Belgium2015,455000000000.0,42830.0,Millenials,671971.0,3957.0,male,13.84,93.0,1546.0,2015.0
1756,3808.0,25-34 years,Belgium,Belgium2015,455000000000.0,42830.0,Millenials,726357.0,3957.0,female,6.2,45.0,1546.0,2015.0
1757,3809.0,15-24 years,Belgium,Belgium2015,455000000000.0,42830.0,Millenials,649587.0,3957.0,female,3.23,21.0,1546.0,2015.0
1758,3810.0,5-14 years,Belgium,Belgium2015,455000000000.0,42830.0,Generation Z,622189.0,3957.0,female,0.32,2.0,1546.0,2015.0
1759,3811.0,5-14 years,Belgium,Belgium2015,455000000000.0,42830.0,Generation Z,651450.0,3957.0,male,0.31,2.0,1546.0,2015.0
1760,4148.0,55-74 years,Bosnia and Herzegovina,Bosnia and Herzegovina2011,18644723861.0,5076.0,Boomers,363350.0,903.0,male,0.55,2.0,1769.0,2011.0
1761,4149.0,25-34 years,Bosnia and Herzegovina,Bosnia and Herzegovina2011,18644723861.0,5076.0,Millenials,252743.0,903.0,male,0.4,1.0,1769.0,2011.0
1762,4150.0,35-54 years,Bosnia and Herzegovina,Bosnia and Herzegovina2011,18644723861.0,5076.0,Generation X,549187.0,903.0,male,0.36,2.0,1769.0,2011.0
1763,4151.0,15-24 years,Bosnia and Herzegovina,Bosnia and Herzegovina2011,18644723861.0,5076.0,Millenials,272956.0,903.0,female,0.0,0.0,1769.0,2011.0
1764,4152.0,25-34 years,Bosnia and Herzegovina,Bosnia and Herzegovina2011,18644723861.0,5076.0,Millenials,256067.0,903.0,female,0.0,0.0,1769.0,2011.0
1765,4153.0,35-54 years,Bosnia and Herzegovina,Bosnia and Herzegovina2011,18644723861.0,5076.0,Generation X,553980.0,903.0,female,0.0,0.0,1769.0,2011.0
1766,4154.0,5-14 years,Bosnia and Herzegovina,Bosnia and Herzegovina2011,18644723861.0,5076.0,Generation Z,246977.0,903.0,female,0.0,0.0,1769.0,2011.0
1767,4155.0,55-74 years,Bosnia and Herzegovina,Bosnia and Herzegovina2011,18644723861.0,5076.0,Boomers,436988.0,903.0,female,0.0,0.0,1769.0,2011.0
1768,4156.0,75+ years,Bosnia and Herzegovina,Bosnia and Herzegovina2011,18644723861.0,5076.0,Silent,115955.0,903.0,female,0.0,0.0,1769.0,2011.0
1769,4157.0,15-24 years,Bosnia and Herzegovina,Bosnia and Herzegovina2011,18644723861.0,5076.0,Millenials,290910.0,903.0,male,0.0,0.0,1769.0,2011.0
1770,4158.0,5-14 years,Bosnia and Herzegovina,Bosnia and Herzegovina2011,18644723861.0,5076.0,Generation Z,256966.0,903.0,male,0.0,0.0,1769.0,2011.0
1771,4159.0,75+ years,Bosnia and Herzegovina,Bosnia and Herzegovina2011,18644723861.0,5076.0,Silent,77233.0,903.0,male,0.0,0.0,1769.0,2011.0
1772,4160.0,75+ years,Bosnia and Herzegovina,Bosnia and Herzegovina2014,18558343508.0,5079.0,Silent,96222.0,874.9,male,38.45,37.0,1769.0,2014.0
1773,4161.0,55-74 years,Bosnia and Herzegovina,Bosnia and Herzegovina2014,18558343508.0,5079.0,Boomers,401567.0,874.9,male,20.92,84.0,1769.0,2014.0
1774,4162.0,35-54 years,Bosnia and Herzegovina,Bosnia and Herzegovina2014,18558343508.0,5079.0,Generation X,534512.0,874.9,male,17.96,96.0,1769.0,2014.0
1775,4163.0,75+ years,Bosnia and Herzegovina,Bosnia and Herzegovina2014,18558343508.0,5079.0,Silent,141795.0,874.9,female,9.87,14.0,1769.0,2014.0
1776,4164.0,25-34 years,Bosnia and Herzegovina,Bosnia and Herzegovina2014,18558343508.0,5079.0,Millenials,252546.0,874.9,male,7.52,19.0,1769.0,2014.0
1777,4165.0,35-54 years,Bosnia and Herzegovina,Bosnia and Herzegovina2014,18558343508.0,5079.0,Generation X,554379.0,874.9,female,5.05,28.0,1769.0,2014.0
1778,4166.0,55-74 years,Bosnia and Herzegovina,Bosnia and Herzegovina2014,18558343508.0,5079.0,Boomers,458353.0,874.9,female,5.02,23.0,1769.0,2014.0
1779,4167.0,15-24 years,Bosnia and Herzegovina,Bosnia and Herzegovina2014,18558343508.0,5079.0,Millenials,274269.0,874.9,male,2.19,6.0,1769.0,2014.0
1780,4168.0,25-34 years,Bosnia and Herzegovina,Bosnia and Herzegovina2014,18558343508.0,5079.0,Millenials,234219.0,874.9,female,1.28,3.0,1769.0,2014.0
1781,4169.0,15-24 years,Bosnia and Herzegovina,Bosnia and Herzegovina2014,18558343508.0,5079.0,Millenials,250924.0,874.9,female,0.8,2.0,1769.0,2014.0
1782,4170.0,5-14 years,Bosnia and Herzegovina,Bosnia and Herzegovina2014,18558343508.0,5079.0,Generation Z,227491.0,874.9,male,0.44,1.0,1769.0,2014.0
1783,4171.0,5-14 years,Bosnia and Herzegovina,Bosnia and Herzegovina2014,18558343508.0,5079.0,Generation Z,227892.0,874.9,female,0.0,0.0,1769.0,2014.0
1784,4544.0,75+ years,Bulgaria,Bulgaria1985,17155421053.0,2044.0,G.I. Generation,166200.0,,male,131.17,218.0,2177.0,1985.0
1785,4545.0,75+ years,Bulgaria,Bulgaria1985,17155421053.0,2044.0,G.I. Generation,222700.0,,female,42.21,94.0,2177.0,1985.0
1786,4546.0,55-74 years,Bulgaria,Bulgaria1985,17155421053.0,2044.0,G.I. Generation,881600.0,,male,39.13,345.0,2177.0,1985.0
1787,4547.0,35-54 years,Bulgaria,Bulgaria1985,17155421053.0,2044.0,Silent,1217500.0,,male,22.83,278.0,2177.0,1985.0
1788,4548.0,55-74 years,Bulgaria,Bulgaria1985,17155421053.0,2044.0,G.I. Generation,952200.0,,female,17.64,168.0,2177.0,1985.0
1789,4549.0,25-34 years,Bulgaria,Bulgaria1985,17155421053.0,2044.0,Boomers,624800.0,,male,16.81,105.0,2177.0,1985.0
1790,4550.0,15-24 years,Bulgaria,Bulgaria1985,17155421053.0,2044.0,Generation X,603600.0,,male,12.76,77.0,2177.0,1985.0
1791,4551.0,35-54 years,Bulgaria,Bulgaria1985,17155421053.0,2044.0,Silent,1228400.0,,female,7.41,91.0,2177.0,1985.0
1792,4552.0,25-34 years,Bulgaria,Bulgaria1985,17155421053.0,2044.0,Boomers,619200.0,,female,5.81,36.0,2177.0,1985.0
1793,4553.0,15-24 years,Bulgaria,Bulgaria1985,17155421053.0,2044.0,Generation X,575700.0,,female,5.38,31.0,2177.0,1985.0
1794,4554.0,5-14 years,Bulgaria,Bulgaria1985,17155421053.0,2044.0,Generation X,667800.0,,male,1.65,11.0,2177.0,1985.0
1795,4555.0,5-14 years,Bulgaria,Bulgaria1985,17155421053.0,2044.0,Generation X,632800.0,,female,0.32,2.0,2177.0,1985.0
1796,4556.0,75+ years,Bulgaria,Bulgaria1986,20249294118.0,2413.0,G.I. Generation,165700.0,,male,103.8,172.0,2177.0,1986.0
1797,4557.0,75+ years,Bulgaria,Bulgaria1986,20249294118.0,2413.0,G.I. Generation,223100.0,,female,43.03,96.0,2177.0,1986.0
1798,4558.0,55-74 years,Bulgaria,Bulgaria1986,20249294118.0,2413.0,G.I. Generation,881400.0,,male,35.63,314.0,2177.0,1986.0
1799,4559.0,35-54 years,Bulgaria,Bulgaria1986,20249294118.0,2413.0,Silent,1217600.0,,male,23.82,290.0,2177.0,1986.0
1800,4560.0,25-34 years,Bulgaria,Bulgaria1986,20249294118.0,2413.0,Boomers,624900.0,,male,19.68,123.0,2177.0,1986.0
1801,4561.0,55-74 years,Bulgaria,Bulgaria1986,20249294118.0,2413.0,G.I. Generation,951900.0,,female,19.33,184.0,2177.0,1986.0
1802,4562.0,15-24 years,Bulgaria,Bulgaria1986,20249294118.0,2413.0,Generation X,603700.0,,male,10.6,64.0,2177.0,1986.0
1803,4563.0,35-54 years,Bulgaria,Bulgaria1986,20249294118.0,2413.0,Silent,1228100.0,,female,7.49,92.0,2177.0,1986.0
1804,4564.0,15-24 years,Bulgaria,Bulgaria1986,20249294118.0,2413.0,Generation X,575900.0,,female,6.6,38.0,2177.0,1986.0
1805,4565.0,25-34 years,Bulgaria,Bulgaria1986,20249294118.0,2413.0,Boomers,618800.0,,female,3.23,20.0,2177.0,1986.0
1806,4566.0,5-14 years,Bulgaria,Bulgaria1986,20249294118.0,2413.0,Generation X,667500.0,,male,1.8,12.0,2177.0,1986.0
1807,4567.0,5-14 years,Bulgaria,Bulgaria1986,20249294118.0,2413.0,Generation X,632900.0,,female,0.47,3.0,2177.0,1986.0
1808,4568.0,75+ years,Bulgaria,Bulgaria1987,28101000000.0,3355.0,G.I. Generation,172900.0,,male,131.87,228.0,2177.0,1987.0
1809,4569.0,75+ years,Bulgaria,Bulgaria1987,28101000000.0,3355.0,G.I. Generation,238800.0,,female,42.29,101.0,2177.0,1987.0
1810,4570.0,55-74 years,Bulgaria,Bulgaria1987,28101000000.0,3355.0,G.I. Generation,849500.0,,male,40.73,346.0,2177.0,1987.0
1811,4571.0,35-54 years,Bulgaria,Bulgaria1987,28101000000.0,3355.0,Silent,1181700.0,,male,23.95,283.0,2177.0,1987.0
1812,4572.0,55-74 years,Bulgaria,Bulgaria1987,28101000000.0,3355.0,G.I. Generation,946200.0,,female,18.71,177.0,2177.0,1987.0
1813,4573.0,25-34 years,Bulgaria,Bulgaria1987,28101000000.0,3355.0,Boomers,634200.0,,male,17.34,110.0,2177.0,1987.0
1814,4574.0,15-24 years,Bulgaria,Bulgaria1987,28101000000.0,3355.0,Generation X,619800.0,,male,13.07,81.0,2177.0,1987.0
1815,4575.0,35-54 years,Bulgaria,Bulgaria1987,28101000000.0,3355.0,Silent,1197400.0,,female,6.76,81.0,2177.0,1987.0
1816,4576.0,15-24 years,Bulgaria,Bulgaria1987,28101000000.0,3355.0,Generation X,595300.0,,female,5.88,35.0,2177.0,1987.0
1817,4577.0,25-34 years,Bulgaria,Bulgaria1987,28101000000.0,3355.0,Boomers,625200.0,,female,4.48,28.0,2177.0,1987.0
1818,4578.0,5-14 years,Bulgaria,Bulgaria1987,28101000000.0,3355.0,Generation X,674100.0,,male,2.23,15.0,2177.0,1987.0
1819,4579.0,5-14 years,Bulgaria,Bulgaria1987,28101000000.0,3355.0,Generation X,640300.0,,female,1.09,7.0,2177.0,1987.0
1820,4580.0,75+ years,Bulgaria,Bulgaria1988,22555941176.0,2688.0,G.I. Generation,172700.0,,male,118.12,204.0,2177.0,1988.0
1821,4581.0,75+ years,Bulgaria,Bulgaria1988,22555941176.0,2688.0,G.I. Generation,241000.0,,female,42.32,102.0,2177.0,1988.0
1822,4582.0,55-74 years,Bulgaria,Bulgaria1988,22555941176.0,2688.0,G.I. Generation,860200.0,,male,40.11,345.0,2177.0,1988.0
1823,4583.0,35-54 years,Bulgaria,Bulgaria1988,22555941176.0,2688.0,Silent,1180000.0,,male,23.56,278.0,2177.0,1988.0
1824,4584.0,55-74 years,Bulgaria,Bulgaria1988,22555941176.0,2688.0,G.I. Generation,962400.0,,female,17.14,165.0,2177.0,1988.0
1825,4585.0,25-34 years,Bulgaria,Bulgaria1988,22555941176.0,2688.0,Boomers,629400.0,,male,15.73,99.0,2177.0,1988.0
1826,4586.0,15-24 years,Bulgaria,Bulgaria1988,22555941176.0,2688.0,Generation X,624000.0,,male,12.5,78.0,2177.0,1988.0
1827,4587.0,35-54 years,Bulgaria,Bulgaria1988,22555941176.0,2688.0,Silent,1197300.0,,female,6.6,79.0,2177.0,1988.0
1828,4588.0,25-34 years,Bulgaria,Bulgaria1988,22555941176.0,2688.0,Boomers,620000.0,,female,6.29,39.0,2177.0,1988.0
1829,4589.0,15-24 years,Bulgaria,Bulgaria1988,22555941176.0,2688.0,Generation X,598100.0,,female,6.19,37.0,2177.0,1988.0
1830,4590.0,5-14 years,Bulgaria,Bulgaria1988,22555941176.0,2688.0,Generation X,669200.0,,male,3.14,21.0,2177.0,1988.0
1831,4591.0,5-14 years,Bulgaria,Bulgaria1988,22555941176.0,2688.0,Generation X,635500.0,,female,0.79,5.0,2177.0,1988.0
1832,4592.0,75+ years,Bulgaria,Bulgaria1989,21988444444.0,2617.0,G.I. Generation,174000.0,,male,122.41,213.0,2177.0,1989.0
